Sentence,Category (Binary)
"The state has so far tested 48.06 lakh samples, including the 75,013 tests conducted on Wednesday.",0-Pure
"The case positivity rate remains stable at 12.3% for the last one week, reflecting some stabilising trend. ",1-Septic
The mortality rate stands at 0.86%.,0-Pure
"In a single-day highest spike of deaths, Nagpur recorded 62 fatalities taking the city’s Covid toll to 1,815 on Wednesday.",0-Pure
The region too recorded its highest ever deaths at 99 with Yavatmal registering second highest tally of the day at 11.,0-Pure
Gadchiroli once again didn’t see any Covid death. ,0-Pure
This was the fourth occasion in last six days when all 10 districts of Vidarbha reported 90 or more casualties in a day.,0-Pure
"Vidarbha also recorded highest single-day spike at 3,532 and Nagpur 
remained major contributor with 1,671 new cases.",0-Pure
" Vidarbha’s tally stands at 1,08,215 and 2,818 deaths.",0-Pure
"Other districts reporting Covid deaths are Bhandara 3, Wardha 7, Gondia 1, Chandrapur 5, Akola 3, Amravati 3, Buldhana 3 and Washim 1.",0-Pure
Gadchiroli 70 and Bhandara 85 were the only districts to see moderate increase in the daily Covid patient count.,0-Pure
"Chandrapur’s cases surged by 373 followed by Amravati 292, Gondia 285, Yavatmal 240, Akola 143, Buldhana 138, Wardha 132, and Washim 103.",0-Pure
It was also a good day on recovery front with the number of discharged patients surpassing fresh cases.,1-Septic
"Buldhana saw discharge of 198 patients, Gondia 385 and Bhandara 115. ",0-Pure
"Nagpur though saw marginal difference between discharged (1,594) and new cases 1,671. ",0-Pure
"Total recoveries now stand at 77,251 which at 71.38% is slightly better than state average of 70.7%, but way behind national average of 78%.",0-Pure
No death was reported on Wednesday while 70 news cases surfaced.,0-Pure
"The total caseload is 1,779, while 18 persons were discharged. ",0-Pure
"The district now has 506 patients under treatment, while 1,269 have recovered.",0-Pure
The district’s toll remained at seven.,0-Pure
"The district’s recovery rate improved with 115 patients discharged on Wednesday, while 85 new cases were detected.",0-Pure
Three deaths tool the tally of fatalities here to 71.,0-Pure
"The district has now 3,187 cases of which 1,946 recovered, while 1,170 under treatment.",0-Pure
Recoveries beat the number of new cases as 198 Covid patients were discharged on Wednesday while 138 tested positive out of 535 samples.,0-Pure
The positive reports included 108 from lab and 30 Rapid Antigen test (RAT).,0-Pure
"Over 229 tested negative in lab test, while 168 in RAT.",0-Pure
"As on Wednesday, 1,497 reports are pending.",0-Pure
"The district now has 5,392 progressive cases and 4,231 have defeated corona. ",0-Pure
"There are 1,092 active cases with a Covid toll of 69.",0-Pure
One person died of Covid even as 103 new cases were reported. ,0-Pure
"The district now has 862 under treatment in its total tally of 3,144. ",0-Pure
"On Wednesday, 98 persons were discharged making it 2,226 recoveries. ",0-Pure
The Covid toll here is 55.,0-Pure
Three deaths and 143 new cases were reported on Wednesday. ,0-Pure
"The total cases rose to 5,939, including 1,257 under treatment and 4,490 
recovered. ",0-Pure
Another 87 were discharged.,0-Pure
Yavatmal recorded 11 deaths on Wednesday taking the district’s toll to 177.,0-Pure
"The break-up of Wednesday’s deaths is: Yavatmal city and taluka 6, Arni 2 and one each in Mahagaon, Umarkhed and Darwha.",0-Pure
"In Yavatmal city, the deceased include 50, 52, 57, 72, 75 year old men and a 60-year-old woman.",0-Pure
"A 70-year-old man from Mahagaon, 55 and 65 year old men from Arni, 60-year-old woman from Umarkhed and 62-year-old man from Darwha were among the Covid dead.",0-Pure
A total of 240 new patients were reported of which 100 are women.,0-Pure
The highest number of new patients reported today is 80 from Yavatmal city and taluka. ,0-Pure
"According to GMCH sources, 1,603 persons are under treatment, 224 are in home quarantine, while 281 are in isolation wards of GMCH. ",0-Pure
"Till today, 4,391 persons have recovered and discharged. ",0-Pure
"According to civil surgeon Dr Tarangtushar Warey, there were 1,375 asymptomatic positive patients reported in Covid-19 Care Centres, which was not disclosed by the GMC authorities.",0-Pure
"The district registered surge of 373 cases on Wednesday taking the Covid-19 patient total to 6,682.",0-Pure
